scntfcN,taxnRnk,kingdom,order,family,genus,species
Ceiba boliviana Britten & Baker fil.,SPECIES,Plantae,Malvales,Malvaceae,Ceiba,Ceiba boliviana
Begonia clarkei Hook.fil.,SPECIES,Plantae,Cucurbitales,Begoniaceae,Begonia,Begonia clarkei
Triumfetta calycina Turcz.,SPECIES,Plantae,Malvales,Malvaceae,Triumfetta,Triumfetta calycina
Anchietea frangulifolia (Kunth) Melch.,SPECIES,Plantae,Malpighiales,Violaceae,Anchietea,Anchietea frangulifolia
Phlegmariurus phylicifolius (Desv. ex Poir.) B.Øllg.,SPECIES,Plantae,Lycopodiales,Lycopodiaceae,Phlegmariurus,Phlegmariurus phylicifolius
Serjania parvifolia Kunth,SPECIES,Plantae,Sapindales,Sapindaceae,Serjania,Serjania parvifolia
Ruagea hirsuta (C.DC.) Harms,SPECIES,Plantae,Sapindales,Meliaceae,Ruagea,Ruagea hirsuta
Talinum paniculatum (Jacq.) Gaertn.,SPECIES,Plantae,Caryophyllales,Talinaceae,Talinum,Talinum paniculatum
Melochia mollis (Kunth) Triana & Planch.,SPECIES,Plantae,Malvales,Malvaceae,Melochia,Melochia mollis
Chrysanthellum indicum subsp. afroamericanum B.L.Turner,SUBSPECIES,Plantae,Asterales,Asteraceae,Chrysanthellum,Chrysanthellum indicum
Alternanthera pubiflora (Benth.) Kuntze,SPECIES,Plantae,Caryophyllales,Amaranthaceae,Alternanthera,Alternanthera pubiflora
Cedrela montana Moritz ex Turcz.,SPECIES,Plantae,Sapindales,Meliaceae,Cedrela,Cedrela montana
Orthosia retinaculata (Schltr.) Liede & Meve,SPECIES,Plantae,Gentianales,Apocynaceae,Orthosia,Orthosia retinaculata
Passiflora tripartita (Juss.) Poir.,SPECIES,Plantae,Malpighiales,Passifloraceae,Passiflora,Passiflora tripartita
Zanthoxylum tambopatense Reynel,SPECIES,Plantae,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum tambopatense
Acacia praecox Griseb.,SPECIES,Plantae,Fabales,Fabaceae,Senegalia,Senegalia praecox
Pilopogon guadalupensis (Brid.) J.-P.Frahm,SPECIES,Plantae,Dicranales,Leucobryaceae,Pilopogon,Pilopogon guadalupensis
Distichium capillaceum (Hedw.) Bruch & Schimp.,SPECIES,Plantae,Scouleriales,Distichiaceae,Distichium,Distichium capillaceum
Begonia octopetala subsp. octopetala,SUBSPECIES,Plantae,Cucurbitales,Begoniaceae,Begonia,Begonia octopetala
Racomitrium crispipilum (Taylor) A.Jaeger,SPECIES,Plantae,Grimmiales,Grimmiaceae,Bucklandiella,Bucklandiella crispipila
Breutelia tomentosa (Sw. ex Brid.) A.Jaeger,SPECIES,Plantae,Bartramiales,Bartramiaceae,Breutelia,Breutelia tomentosa
Streptopogon lindigii Hampe,SPECIES,Plantae,Pottiales,Pottiaceae,Streptopogon,Streptopogon lindigii
Entodon beyrichii (Schwägr.) Müll.Hal.,SPECIES,Plantae,Hypnales,Entodontaceae,Entodon,Entodon beyrichii
Pleurozium schreberi (Willd. ex Brid.) Mitt.,SPECIES,Plantae,Hypnales,Hylocomiaceae,Pleurozium,Pleurozium schreberi
Prionodon luteovirens (Taylor) Mitt.,SPECIES,Plantae,Hypnales,Prionodontaceae,Prionodon,Prionodon luteovirens
Frullania holostipula S.Hatt. & D.G.Griffin,SPECIES,Plantae,Porellales,Frullaniaceae,Frullania,Frullania holostipula
Festuca sublimis Pilg.,SPECIES,Plantae,Poales,Poaceae,Festuca,Festuca procera
Solanum buesii Vargas,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum buesii
Solanum laxissimum Bitter,SPECIES,Plantae,Solanales,Solanaceae,Solanum,Solanum laxissimum
"Koeleria oreophila (Louis-Marie) Barberá, Quintanar, Soreng & P.M.Peterson",SPECIES,Plantae,Poales,Poaceae,Koeleria,Koeleria oreophila
Uncinia macrolepis Decne.,SPECIES,Plantae,Poales,Cyperaceae,Carex,Carex meridensis
